arquivo_b,stem_normalizado,linha_celular,timepoint_h,arquivo_a,pasta_a,group_key,lote,well,tratamento,estrato,excluida,resolucao,split_key,partition
Snap-30_png.rf.Xojuz9v1uRZimBXRpyJ2.png,snap-30,SKOV,0,Snap-30.tiff,SKOV/0h,P2|CARBO|F14,P2,F14,CARBO,P2|CARBO,,ok_hash,P2|CARBO|F14,train
Snap-30_129_png.rf.KEvLsnuWxsJl9q7Pk2G2.png,snap-30,SKOV,48,Snap-30 (2).tiff,SKOV/48h,P1|PTX|F14,P1,F14,PTX,P1|PTX,,ok_hash,P1|PTX|F14,train
Snap-30_189_png.rf.U7DtY68aa2qOKJpDCR2K.png,snap-30,SKOV,24,Snap-30 (2).tiff,SKOV/24h,P1|PTX|F14,P1,F14,PTX,P1|PTX,,ok_hash,P1|PTX|F14,train
B5 24h 2_png.rf.3cjezeQQgtHMSACrb0Ld.png,b5 24h 2,HUVEC,24,B5 24h 2.tiff,HUVEC/24h,Pré-Eclâmpsia||None||B5,Pré-Eclâmpsia,B5,None,HUVEC|None,,ok_hash,Pré-Eclâmpsia||None||B5,test
B5 24H 2_png.rf.byu1C5KzftHjtBI9ULN6.png,b5 24h 2,HUVEC,24,B5 24H 2 (3).tiff,HUVEC/24h,Migração (PET e PEP) n1 - RAW||PEP||B5,Migração (PET e PEP) n1 - RAW,B5,PEP,HUVEC|PEP,,ok_hash,Migração (PET e PEP) n1 - RAW||PEP||B5,train
B5 24H 2_png.rf.6Ig6Tpi1O42aZ0x8gcXo.png,b5 24h 2,HUVEC,24,B5 24H 2 (2).tiff,HUVEC/24h,LUIS RAW||PEP||B5,LUIS RAW,B5,PEP,HUVEC|PEP,,ok_hash,LUIS RAW||PEP||B5,train
B2 8H 1_png.rf.82fOfdAqqU18vFxOh5u1.png,b2 8h 1,HUVEC,8,B2 8H 1 (3).tiff,HUVEC/8h,Migração (PET e PEP) n3 - RAW||None||B2,Migração (PET e PEP) n3 - RAW,B2,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||B2,train
B2 8H 1_png.rf.1sEMLb1fXZPZHJjrhVPy.png,b2 8h 1,HUVEC,8,B2 8H 1.tiff,HUVEC/8h,LUIS RAW||PEP+MET3||B2,LUIS RAW,B2,PEP+MET3,HUVEC|PEP+MET3,,ok_hash,LUIS RAW||PEP+MET3||B2,test
B2 8H 1_png.rf.eHCBbYTrS06t1A3Xetic.png,b2 8h 1,HUVEC,8,B2 8H 1 (2).tiff,HUVEC/8h,Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B2,Migração (PET e PEP) n2 - RAW,B2,PEP + NEB 1uM,HUVEC|PEP + NEB 1uM,,ok_hash,Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B2,train
B8 0hr 2_png.rf.aZCq8UqHxNli7naRqYDo.png,b8 0hr 2,HUVEC,0,B8 0hr 2.tiff,HUVEC/0h,Controle+Saudavel||None||B8,Controle+Saudavel,B8,None,HUVEC|None,,ok_hash,Controle+Saudavel||None||B8,val
B8 0HR 2_png.rf.1mcXWBrhxYELPgOqOm7Y.png,b8 0hr 2,HUVEC,0,B8 0HR 2 (2).tiff,HUVEC/0h,Originais (1)||None||B8,Originais (1),B8,None,HUVEC|None,,ok_hash,SHARED__B8,train
B8 0HR 2_png.rf.NmJGNQtA45arpoRi4Nti.png,b8 0hr 2,HUVEC,0,,,Controle+Saudavel||None||B8,Controle+Saudavel,B8,None,HUVEC|None,,ok_nome_norm,Controle+Saudavel||None||B8,val
D3 12HR 1_png.rf.Yo8fn057Z7AttFerhIaK.png,d3 12hr 1,HUVEC,12,D3 12HR 1 (2).tiff,HUVEC/12h,Originais (1)||None||D3,Originais (1),D3,None,HUVEC|None,,ok_hash,SHARED__D3,train
D3 12HR 1_png.rf.mifzTygCpbeTjrtE3vVM.png,d3 12hr 1,HUVEC,12,D3 12HR 1.tiff,HUVEC/12h,originais||None||D3,originais,D3,None,HUVEC|None,,ok_hash,SHARED__D3,train
C7 24HR 2_png.rf.cnX19wyaKkQGsBZZ4Sw2.png,c7 24hr 2,HUVEC,24,C7 24HR 2.tiff,HUVEC/24h,Originais (1)||None||C7,Originais (1),C7,None,HUVEC|None,,ok_hash,Originais (1)||None||C7,train
A7 12HR 2_png.rf.f4E0d0pjc4kys6Feop64.png,a7 12hr 2,HUVEC,12,A7 12HR 2 (2).tiff,HUVEC/12h,Originais (1)||None||A7,Originais (1),A7,None,HUVEC|None,,ok_hash,SHARED__A7,train
A7 12HR 2_png.rf.LGr3s2Yj4OY0qdGUWghJ.png,a7 12hr 2,HUVEC,12,A7 12HR 2.tiff,HUVEC/12h,originais||None||A7,originais,A7,None,HUVEC|None,,ok_hash,SHARED__A7,train
ptx1_2_png.rf.mOSxinMIUOQxQUjpAhxb.png,ptx1 2,SKOV,0,ptx1_2.tiff,SKOV/0h,P1|PTX|F2,P1,F2,PTX,P1|PTX,,ok_hash,P1|PTX|F2,train
B2 24H 2_png.rf.X8Z6nGLnH4ONbqM6CEpF.png,b2 24h 2,HUVEC,24,B2 24H 2.tiff,HUVEC/24h,Controle+Saudavel||None||B2,Controle+Saudavel,B2,None,HUVEC|None,,ok_hash,Controle+Saudavel||None||B2,train
B2 24H 2_png.rf.2B8Ciuc7mmIxPuHxOZLz.png,b2 24h 2,HUVEC,24,B2 24H 2 (4).tiff,HUVEC/24h,Migração (PET e PEP) n3 - RAW||None||B2,Migração (PET e PEP) n3 - RAW,B2,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||B2,train
B2 24H 2_png.rf.Q3DCFWxYj6laxcLJd6a0.png,b2 24h 2,HUVEC,24,B2 24H 2 (2).tiff,HUVEC/24h,LUIS RAW||PEP+MET3||B2,LUIS RAW,B2,PEP+MET3,HUVEC|PEP+MET3,,ok_hash,LUIS RAW||PEP+MET3||B2,test
B2 24H 2_png.rf.6K3bulaFjDpWKIXTUtMN.png,b2 24h 2,HUVEC,24,B2 24H 2 (3).tiff,HUVEC/24h,Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B2,Migração (PET e PEP) n2 - RAW,B2,PEP + NEB 1uM,HUVEC|PEP + NEB 1uM,,ok_hash,Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B2,train
B6 8HR 2_png.rf.lL8VF3TnnS6JnU7Tc7Wa.png,b6 8hr 2,HUVEC,8,B6 8HR 2 (2).tiff,HUVEC/8h,Originais (1)||None||B6,Originais (1),B6,None,HUVEC|None,,ok_hash,SHARED__B6,train
B6 8HR 2_png.rf.bHSaiKrngLQxd2WS4VGz.png,b6 8hr 2,HUVEC,8,,,Controle+Saudavel||None||B6,Controle+Saudavel,B6,None,HUVEC|None,,ok_nome_norm,Controle+Saudavel||None||B6,train
B6 8hr 2_png.rf.O9yXvhq4gJ67a56wZwzv.png,b6 8hr 2,HUVEC,8,B6 8hr 2.tiff,HUVEC/8h,Controle+Saudavel||None||B6,Controle+Saudavel,B6,None,HUVEC|None,,ok_hash,Controle+Saudavel||None||B6,train
A2 8HR 2_png.rf.u3NMC3KSQZdSv2RTyFC5.png,a2 8hr 2,HUVEC,8,A2 8HR 2 (2).tiff,HUVEC/8h,Originais (1)||None||A2,Originais (1),A2,None,HUVEC|None,,ok_hash,SHARED__A2,val
A2 8HR 2_png.rf.OPzk7PLhz0XXJ9whIGjz.png,a2 8hr 2,HUVEC,8,A2 8HR 2.tiff,HUVEC/8h,originais||None||A2,originais,A2,None,HUVEC|None,,ok_hash,SHARED__A2,val
C2 8H 2_png.rf.DMVAcxSLblieiwwMA22S.png,c2 8h 2,HUVEC,8,C2 8H 2 (2).tiff,HUVEC/8h,Migração (PET e PEP) n3 - RAW||None||C2,Migração (PET e PEP) n3 - RAW,C2,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||C2,val
C2 8H 2_png.rf.hIrLcZkOgk90yFawiPTB.png,c2 8h 2,HUVEC,8,C2 8H 2.tiff,HUVEC/8h,Migração (PET e PEP) n2 - RAW||PET||C2,Migração (PET e PEP) n2 - RAW,C2,PET,HUVEC|PET,,ok_hash,Migração (PET e PEP) n2 - RAW||PET||C2,train
C3 12H 2_png.rf.EZwf4Pv39ZyBeUX9Siot.png,c3 12h 2,HUVEC,12,C3 12H 2 (3).tiff,HUVEC/12h,Migração (PET e PEP) n3 - RAW||None||C3,Migração (PET e PEP) n3 - RAW,C3,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||C3,train
C3 12H 2_png.rf.9BFyHnRYAWj09CUpjmbm.png,c3 12h 2,HUVEC,12,C3 12H 2.tiff,HUVEC/12h,Migração (PET e PEP) n1 - RAW||PEP + NEB 1uM||C3,Migração (PET e PEP) n1 - RAW,C3,PEP + NEB 1uM,HUVEC|PEP + NEB 1uM,,ok_hash,Migração (PET e PEP) n1 - RAW||PEP + NEB 1uM||C3,val
C3 12H 2_png.rf.tExKdQ0xoYVj68ww6N50.png,c3 12h 2,HUVEC,12,C3 12H 2 (2).tiff,HUVEC/12h,Migração (PET e PEP) n2 - RAW||PET||C3,Migração (PET e PEP) n2 - RAW,C3,PET,HUVEC|PET,,ok_hash,Migração (PET e PEP) n2 - RAW||PET||C3,test
A1 8H 2_png.rf.Fg5j1LHwzHDaS3nDHYaG.png,a1 8h 2,HUVEC,8,A1 8H 2 (3).tiff,HUVEC/8h,Migração (PET e PEP) n3 - RAW||None||A1,Migração (PET e PEP) n3 - RAW,A1,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||A1,val
A1 8H 2_png.rf.o3mN54nakRmUHu9bcoEx.png,a1 8h 2,HUVEC,8,A1 8H 2 (2).tiff,HUVEC/8h,Migração (PET e PEP) n2 - RAW||PEP||A1,Migração (PET e PEP) n2 - RAW,A1,PEP,HUVEC|PEP,,ok_hash,Migração (PET e PEP) n2 - RAW||PEP||A1,train
B3 12H 2_png.rf.NDVg6wiBvaIIXeGck2ha.png,b3 12h 2,HUVEC,12,B3 12H 2.tiff,HUVEC/12h,LUIS RAW||PEP+GB||B3,LUIS RAW,B3,PEP+GB,HUVEC|PEP+GB,,ok_hash,LUIS RAW||PEP+GB||B3,train
B3 12H 2_png.rf.j98jhElrKsmQ8U5bNLem.png,b3 12h 2,HUVEC,12,B3 12H 2 (4).tiff,HUVEC/12h,Migração (PET e PEP) n3 - RAW||None||B3,Migração (PET e PEP) n3 - RAW,B3,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||B3,train
B3 12H 2_png.rf.5Jpy0eTyEFkYVLhRnY0H.png,b3 12h 2,HUVEC,12,B3 12H 2 (2).tiff,HUVEC/12h,Migração (PET e PEP) n1 - RAW||PEP||B3,Migração (PET e PEP) n1 - RAW,B3,PEP,HUVEC|PEP,,ok_hash,Migração (PET e PEP) n1 - RAW||PEP||B3,train
B3 12H 2_png.rf.VwsTMjoz5gMDEM6g8sEy.png,b3 12h 2,HUVEC,12,B3 12H 2 (3).tiff,HUVEC/12h,Migração (PET e PEP) n2 - RAW||PEP + NEB 5uM||B3,Migração (PET e PEP) n2 - RAW,B3,PEP + NEB 5uM,HUVEC|PEP + NEB 5uM,,ok_hash,Migração (PET e PEP) n2 - RAW||PEP + NEB 5uM||B3,train
E1 24H 1_png.rf.JjdLiNmCus3kSa50aOeW.png,e1 24h 1,HUVEC,24,E1 24H 1.tiff,HUVEC/24h,LUIS RAW||PEP||E1,LUIS RAW,E1,PEP,HUVEC|PEP,,ok_hash,LUIS RAW||PEP||E1,train
B7 24H 1_png.rf.OtOpnukvsf6oYU6mqpLu.png,b7 24h 1,HUVEC,24,B7 24H 1 (2).tiff,HUVEC/24h,LUIS RAW||PEP+GB||B7,LUIS RAW,B7,PEP+GB,HUVEC|PEP+GB,,ok_hash,LUIS RAW||PEP+GB||B7,val
B7 24h 1_png.rf.711fbkCM378FKfxwg6z1.png,b7 24h 1,HUVEC,24,B7 24h 1.tiff,HUVEC/24h,Pré-Eclâmpsia||None||B7,Pré-Eclâmpsia,B7,None,HUVEC|None,,ok_hash,Pré-Eclâmpsia||None||B7,test
B7 24h 1_png.rf.5p9AHhSfxGprdyejHtqc.png,b7 24h 1,HUVEC,24,,,Pré-Eclâmpsia||None||B7,Pré-Eclâmpsia,B7,None,HUVEC|None,,ok_nome_norm,Pré-Eclâmpsia||None||B7,test
D1 8H 1_png.rf.AmYzGCscmIMNbZlAIVL4.png,d1 8h 1,HUVEC,8,D1 8H 1 (3).tiff,HUVEC/8h,Migração (PET e PEP) n3 - RAW||None||D1,Migração (PET e PEP) n3 - RAW,D1,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||D1,test
D1 8H 1_png.rf.zbjZK9V0wwXONgH5gW3t.png,d1 8h 1,HUVEC,8,D1 8H 1 (2).tiff,HUVEC/8h,Migração (PET e PEP) n2 - RAW||PET + NEB 1uM||D1,Migração (PET e PEP) n2 - RAW,D1,PET + NEB 1uM,HUVEC|PET + NEB 1uM,,ok_hash,Migração (PET e PEP) n2 - RAW||PET + NEB 1uM||D1,train
D1 8H 1_png.rf.6S1MX1FR4Rawy7SjqcqO.png,d1 8h 1,HUVEC,8,D1 8H 1.tiff,HUVEC/8h,LUIS RAW||PET||D1,LUIS RAW,D1,PET,HUVEC|PET,,ok_hash,LUIS RAW||PET||D1,train
C2 8H 1_png.rf.CgtKGglvZUo2NKAOhpkN.png,c2 8h 1,HUVEC,8,C2 8H 1 (2).tiff,HUVEC/8h,Migração (PET e PEP) n3 - RAW||None||C2,Migração (PET e PEP) n3 - RAW,C2,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||C2,val
C2 8H 1_png.rf.YcvorWt40mgqlkfFWa9p.png,c2 8h 1,HUVEC,8,C2 8H 1.tiff,HUVEC/8h,Migração (PET e PEP) n2 - RAW||PET||C2,Migração (PET e PEP) n2 - RAW,C2,PET,HUVEC|PET,,ok_hash,Migração (PET e PEP) n2 - RAW||PET||C2,train
A1 0H 2_png.rf.Ch9zsbnPPUewmwRQvgwK.png,a1 0h 2,HUVEC,0,A1 0H 2 (3).tiff,HUVEC/0h,Migração (PET e PEP) n3 - RAW||None||A1,Migração (PET e PEP) n3 - RAW,A1,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||A1,val
A1 0H 2_png.rf.zdc9javVRAONDqMECkcv.png,a1 0h 2,HUVEC,0,A1 0H 2 (2).tiff,HUVEC/0h,Migração (PET e PEP) n2 - RAW||PEP||A1,Migração (PET e PEP) n2 - RAW,A1,PEP,HUVEC|PEP,,ok_hash,Migração (PET e PEP) n2 - RAW||PEP||A1,train
C1 12H 1_png.rf.DBQsmm0tg6U59ZM4Ject.png,c1 12h 1,HUVEC,12,C1 12H 1 (3).tiff,HUVEC/12h,Migração (PET e PEP) n3 - RAW||None||C1,Migração (PET e PEP) n3 - RAW,C1,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||C1,train
C1 12H 1_png.rf.3MJj2LN3tzGOspcR3v0U.png,c1 12h 1,HUVEC,12,C1 12H 1 (2).tiff,HUVEC/12h,Migração (PET e PEP) n2 - RAW||PET||C1,Migração (PET e PEP) n2 - RAW,C1,PET,HUVEC|PET,,ok_hash,Migração (PET e PEP) n2 - RAW||PET||C1,val
C1 12H 1_png.rf.3eaAz3o1S8lN2vN7cVFf.png,c1 12h 1,HUVEC,12,C1 12H 1.tiff,HUVEC/12h,LUIS RAW||PET||C1,LUIS RAW,C1,PET,HUVEC|PET,,ok_hash,LUIS RAW||PET||C1,test
D1 24H 1_png.rf.9St1pSdNBqUmYewNNUks.png,d1 24h 1,HUVEC,24,D1 24H 1 (3).tiff,HUVEC/24h,Migração (PET e PEP) n3 - RAW||None||D1,Migração (PET e PEP) n3 - RAW,D1,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||D1,test
D1 24H 1_png.rf.OBD2OApvH8j8vOMik7pK.png,d1 24h 1,HUVEC,24,D1 24H 1 (2).tiff,HUVEC/24h,Migração (PET e PEP) n2 - RAW||PET + NEB 1uM||D1,Migração (PET e PEP) n2 - RAW,D1,PET + NEB 1uM,HUVEC|PET + NEB 1uM,,ok_hash,Migração (PET e PEP) n2 - RAW||PET + NEB 1uM||D1,train
D2 12H 2_png.rf.ACOvW3ReDoIcqLBcUAWq.png,d2 12h 2,HUVEC,12,D2 12H 2 (2).tiff,HUVEC/12h,Migração (PET e PEP) n3 - RAW||None||D2,Migração (PET e PEP) n3 - RAW,D2,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||D2,test
D2 12H 2_png.rf.asho9rO42U1YkLH8onj3.png,d2 12h 2,HUVEC,12,D2 12H 2.tiff,HUVEC/12h,Migração (PET e PEP) n2 - RAW||PET + NEB 1uM||D2,Migração (PET e PEP) n2 - RAW,D2,PET + NEB 1uM,HUVEC|PET + NEB 1uM,,ok_hash,Migração (PET e PEP) n2 - RAW||PET + NEB 1uM||D2,test
Snap-28_png.rf.53e1fT3dOkKzOIbE7A2L.png,snap-28,SKOV,0,Snap-28.tiff,SKOV/0h,P2|CARBO|F12,P2,F12,CARBO,P2|CARBO,,ok_hash,P2|CARBO|F12,train
Snap-28_52_png.rf.DmC6ddQwMqlVy1m8BSG0.png,snap-28,SKOV,48,Snap-28.tiff,SKOV/48h,P2|CARBO|F12,P2,F12,CARBO,P2|CARBO,,ok_hash,P2|CARBO|F12,train
Snap-28_280_png.rf.Xe3kQDC14ewhHfBA8CUW.png,snap-28,SKOV,72,Snap-28.tiff,SKOV/72h,P1|GEO|F8,P1,F8,GEO,P1|GEO,,ok_hash,P1|GEO|F8,train
Snap-28_126_png.rf.V9gVxGXcQuCpVJLB39Zx.png,snap-28,SKOV,48,Snap-28 (2).tiff,SKOV/48h,P1|PTX|F12,P1,F12,PTX,P1|PTX,,ok_hash,P1|PTX|F12,train
Snap-28_186_png.rf.Pxc3A3OicklntYPjiAag.png,snap-28,SKOV,24,Snap-28 (2).tiff,SKOV/24h,P1|PTX|F12,P1,F12,PTX,P1|PTX,,ok_hash,P1|PTX|F12,train
Snap-28_97_png.rf.XDLmTq2FjXvy3Vkcqds3.png,snap-28,SKOV,24,Snap-28.tiff,SKOV/24h,P2|CARBO|F13,P2,F13,CARBO,P2|CARBO,,ok_hash,P2|CARBO|F13,train
Snap-32_232_png.rf.H6ouoiFAv5Y1rFVDrWAl.png,snap-32,SKOV,24,Snap-32 (2).tiff,SKOV/24h,P1|GEO|F1,P1,F1,GEO,P1|GEO,,ok_hash,P1|GEO|F1,val
Snap-32_172_png.rf.v8kSqKvdYhYnQPNDX2xH.png,snap-32,SKOV,48,Snap-32 (2).tiff,SKOV/48h,P1|GEO|F1,P1,F1,GEO,P1|GEO,,ok_hash,P1|GEO|F1,val
Snap-32_278_png.rf.nLijQDvNEE80IhapSa8o.png,snap-32,SKOV,72,Snap-32.tiff,SKOV/72h,P1|GEO|F12,P1,F12,GEO,P1|GEO,,ok_hash,P1|GEO|F12,train
Snap-32_83_png.rf.zimIKCDN8Am3qdwGC4kR.png,snap-32,SKOV,24,Snap-32.tiff,SKOV/24h,P2|GEO|F1,P2,F1,GEO,P2|GEO,,ok_hash,P2|GEO|F1,train
Snap-32_38_png.rf.Bax0fFvBhSAiX72iQPds.png,snap-32,SKOV,48,Snap-32.tiff,SKOV/48h,P2|GEO|F2,P2,F2,GEO,P2|GEO,,ok_hash,P2|GEO|F2,train
Snap-32_png.rf.gnPsOfWEBlQ88rOXjxL2.png,snap-32,SKOV,0,Snap-32.tiff,SKOV/0h,P2|GEO|F1,P2,F1,GEO,P2|GEO,,ok_hash,P2|GEO|F1,train
B4 8H 2_png.rf.JLOE0R7PHObSGtKZkOIy.png,b4 8h 2,HUVEC,8,B4 8H 2 (4).tiff,HUVEC/8h,Migração (PET e PEP) n3 - RAW||None||B4,Migração (PET e PEP) n3 - RAW,B4,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||B4,train
B4 8H 2_png.rf.eb7KTH0SjX0wu1Kt3RMo.png,b4 8h 2,HUVEC,8,B4 8H 2 (2).tiff,HUVEC/8h,Migração (PET e PEP) n1 - RAW||PEP||B4,Migração (PET e PEP) n1 - RAW,B4,PEP,HUVEC|PEP,,ok_hash,Migração (PET e PEP) n1 - RAW||PEP||B4,val
B4 8H 2_png.rf.sBbuiEVhnnULLBzNf5UU.png,b4 8h 2,HUVEC,8,B4 8H 2 (3).tiff,HUVEC/8h,Migração (PET e PEP) n2 - RAW||PEP + NEB 5uM||B4,Migração (PET e PEP) n2 - RAW,B4,PEP + NEB 5uM,HUVEC|PEP + NEB 5uM,,ok_hash,Migração (PET e PEP) n2 - RAW||PEP + NEB 5uM||B4,train
B4 8H 2_png.rf.ShxIhASvXw8lGbZkLgUb.png,b4 8h 2,HUVEC,8,B4 8H 2.tiff,HUVEC/8h,LUIS RAW||PEP+MCC||B4,LUIS RAW,B4,PEP+MCC,HUVEC|PEP+MCC,,ok_hash,LUIS RAW||PEP+MCC||B4,train
D4 12H 2_png.rf.JoRndEJA1lep3hprLUOS.png,d4 12h 2,HUVEC,12,D4 12H 2 (3).tiff,HUVEC/12h,Migração (PET e PEP) n3 - RAW||None||D4,Migração (PET e PEP) n3 - RAW,D4,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||D4,train
D4 12H 2_png.rf.oo3BzL9sz02jNfhjhBSz.png,d4 12h 2,HUVEC,12,D4 12H 2 (2).tiff,HUVEC/12h,Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D4,Migração (PET e PEP) n2 - RAW,D4,PET + NEB 5uM,HUVEC|PET + NEB 5uM,,ok_hash,Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D4,train
D4 12H 2_png.rf.txyJ67o8LXpC3sVtUoTH.png,d4 12h 2,HUVEC,12,D4 12H 2.tiff,HUVEC/12h,Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4,Migração (PET e PEP) n1 - RAW,D4,PEP + NEB 5uM,HUVEC|PEP + NEB 5uM,,ok_hash,Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4,val
A4 8HR 1_png.rf.zapxIcIaLMQGJ9HbDNKV.png,a4 8hr 1,HUVEC,8,A4 8HR 1 (2).tiff,HUVEC/8h,Originais (1)||None||A4,Originais (1),A4,None,HUVEC|None,,ok_hash,SHARED__A4,train
A4 8HR 1_png.rf.Oh3iZV03y0zaBFvuM0HD.png,a4 8hr 1,HUVEC,8,A4 8HR 1.tiff,HUVEC/8h,originais||None||A4,originais,A4,None,HUVEC|None,,ok_hash,SHARED__A4,train
Snap-29_183_png.rf.TEtTesrejABE2zAfrCRO.png,snap-29,SKOV,24,Snap-29 (2).tiff,SKOV/24h,P1|PTX|F13,P1,F13,PTX,P1|PTX,,ok_hash,P1|PTX|F13,train
Snap-29_275_png.rf.XkckzJWNljmGBj0JLo7I.png,snap-29,SKOV,72,Snap-29.tiff,SKOV/72h,P1|GEO|F9,P1,F9,GEO,P1|GEO,,ok_hash,P1|GEO|F9,val
Snap-29_png.rf.HhjvWugqHNOuxEUR80xT.png,snap-29,SKOV,0,Snap-29.tiff,SKOV/0h,P2|CARBO|F13,P2,F13,CARBO,P2|CARBO,,ok_hash,P2|CARBO|F13,train
Snap-29_123_png.rf.VWdEayiXaSZj0sRvU9Lh.png,snap-29,SKOV,48,Snap-29 (2).tiff,SKOV/48h,P1|PTX|F13,P1,F13,PTX,P1|PTX,,ok_hash,P1|PTX|F13,train
Snap-29_94_png.rf.qaT0a4MOXWeFqaJqDMsT.png,snap-29,SKOV,24,Snap-29.tiff,SKOV/24h,P2|CARBO|F14,P2,F14,CARBO,P2|CARBO,,ok_hash,P2|CARBO|F14,train
Snap-29_49_png.rf.sO8t65IvPbrmOmeTdSFp.png,snap-29,SKOV,48,Snap-29.tiff,SKOV/48h,P2|CARBO|F13,P2,F13,CARBO,P2|CARBO,,ok_hash,P2|CARBO|F13,train
Snap-31_40_png.rf.MlgkW5XJAczCgefQquEJ.png,snap-31,SKOV,48,Snap-31.tiff,SKOV/48h,P2|GEO|F1,P2,F1,GEO,P2|GEO,,ok_hash,P2|GEO|F1,train
Snap-31_281_png.rf.HrwVzS03qTHBX5RB7awf.png,snap-31,SKOV,72,Snap-31.tiff,SKOV/72h,P1|GEO|F11,P1,F11,GEO,P1|GEO,,ok_hash,P1|GEO|F11,train
D4 0H 1_png.rf.FutNJ1bcHBCTMEvRlEBr.png,d4 0h 1,HUVEC,0,D4 0H 1 (3).tiff,HUVEC/0h,Migração (PET e PEP) n3 - RAW||None||D4,Migração (PET e PEP) n3 - RAW,D4,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||D4,train
D4 0H 1_png.rf.7IFP3MwTGMviOOsMWWnv.png,d4 0h 1,HUVEC,0,D4 0H 1 (2).tiff,HUVEC/0h,Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D4,Migração (PET e PEP) n2 - RAW,D4,PET + NEB 5uM,HUVEC|PET + NEB 5uM,,ok_hash,Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D4,train
D4 0H 1_png.rf.hIDWQ46StqSUcKyGmBYY.png,d4 0h 1,HUVEC,0,D4 0H 1.tiff,HUVEC/0h,Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4,Migração (PET e PEP) n1 - RAW,D4,PEP + NEB 5uM,HUVEC|PEP + NEB 5uM,,ok_hash,Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4,val
B5 24h 1_png.rf.eRMLDgcaTXW0RnafPtxO.png,b5 24h 1,HUVEC,24,,,Pré-Eclâmpsia||None||B5,Pré-Eclâmpsia,B5,None,HUVEC|None,,ok_nome_norm,Pré-Eclâmpsia||None||B5,test
B5 24h 1_png.rf.KqK0yeM8f5TSNBY037vO.png,b5 24h 1,HUVEC,24,B5 24h 1.tiff,HUVEC/24h,Pré-Eclâmpsia||None||B5,Pré-Eclâmpsia,B5,None,HUVEC|None,,ok_hash,Pré-Eclâmpsia||None||B5,test
B5 24H 1_png.rf.v4xzVz9xWcYuAyRBEFK6.png,b5 24h 1,HUVEC,24,B5 24H 1 (3).tiff,HUVEC/24h,Migração (PET e PEP) n1 - RAW||PEP||B5,Migração (PET e PEP) n1 - RAW,B5,PEP,HUVEC|PEP,,ok_hash,Migração (PET e PEP) n1 - RAW||PEP||B5,train
B5 24H 1_png.rf.8BLfMU53TgFR8c7rKbxk.png,b5 24h 1,HUVEC,24,B5 24H 1 (2).tiff,HUVEC/24h,LUIS RAW||PEP||B5,LUIS RAW,B5,PEP,HUVEC|PEP,,ok_hash,LUIS RAW||PEP||B5,train
C4 24HR 1_png.rf.eIMMU5GPoFUXukXzzpRq.png,c4 24hr 1,HUVEC,24,C4 24HR 1.tiff,HUVEC/24h,Originais (1)||None||C4,Originais (1),C4,None,HUVEC|None,,ok_hash,Originais (1)||None||C4,train
ptx3_4_png.rf.zUAP19LA8H9wE86pzDel.png,ptx3 4,SKOV,0,ptx3_4.tiff,SKOV/0h,P1|PTX|F14,P1,F14,PTX,P1|PTX,,ok_hash,P1|PTX|F14,train
A5 12HR 2_png.rf.rAr8U7x7uLNYSny2Orvg.png,a5 12hr 2,HUVEC,12,A5 12HR 2 (2).tiff,HUVEC/12h,Originais (1)||None||A5,Originais (1),A5,None,HUVEC|None,,ok_hash,SHARED__A5,train
A5 12HR 2_png.rf.mzYpTwvbQHLWffHAkMOe.png,a5 12hr 2,HUVEC,12,A5 12HR 2.tiff,HUVEC/12h,originais||None||A5,originais,A5,None,HUVEC|None,,ok_hash,SHARED__A5,train
