arquivo_b,stem_normalizado,arquivo_a,pasta_a,linha_celular,well_campo,timepoint_h,similaridade,margem_2o_melhor,status,experimento,tratamento,creation_dt,lote,trat_huvec,ctx_ambiguo
B5 8HR 2_png.rf.1bM2nfrE3C3SuMgkQzIF.png,b5 8hr 2,B5 8HR 2 (2).tiff,HUVEC/8h,HUVEC,B5,8,1.0,0.292,ok,,,,Originais (1),,
B5 8HR 2_png.rf.BzRPidTOrz4nL1zIlvSL.png,b5 8hr 2,B5 8HR 2.tiff,HUVEC/8h,HUVEC,B5,8,1.0,0.292,ok,,,,originais,,
A3 8HR 2_png.rf.NH3fSomZbzpcrUv2Zpj9.png,a3 8hr 2,A3 8HR 2 (2).tiff,HUVEC/8h,HUVEC,A3,8,1.0,0.336,ok,,,,Originais (1),,
A3 8HR 2_png.rf.hdZJ4bXhrTGMuIig6P2Y.png,a3 8hr 2,A3 8HR 2.tiff,HUVEC/8h,HUVEC,A3,8,1.0,0.336,ok,,,,originais,,
A3 8H 1_png.rf.v5rT2whdOcVMLHtShbvB.png,a3 8h 1,A3 8H 1 (3).tiff,HUVEC/8h,HUVEC,A3,8,1.0,0.1371,ok,,,,Migração (PET e PEP) n3 - RAW,,
A3 8H 1_png.rf.FFxw1ZoJmSoMVskuVwLP.png,a3 8h 1,A3 8H 1 (2).tiff,HUVEC/8h,HUVEC,A3,8,1.0,0.1371,ok,,,,Migração (PET e PEP) n2 - RAW,PEP,
A3 8H 1_png.rf.d60KhXvDmSmp3Oia8S8T.png,a3 8h 1,A3 8H 1.tiff,HUVEC/8h,HUVEC,A3,8,1.0,0.5191,ok,,,,LUIS RAW,PEP+GB,
D2 8H 2_png.rf.ybK76wkRwzDKiZ0L7MiW.png,d2 8h 2,D2 8H 2 (2).tiff,HUVEC/8h,HUVEC,D2,8,1.0,0.8832,ok,,,,Migração (PET e PEP) n3 - RAW,,
D2 8H 2_png.rf.NgKIr2nlQL2vytVPvMdS.png,d2 8h 2,D2 8H 2.tiff,HUVEC/8h,HUVEC,D2,8,1.0,0.8832,ok,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 1uM,
B4 8H 1_png.rf.ukDlkARNqBsdv0bFwPQq.png,b4 8h 1,B4 8H 1 (4).tiff,HUVEC/8h,HUVEC,B4,8,1.0,0.0796,ok,,,,Migração (PET e PEP) n3 - RAW,,
B4 8H 1_png.rf.KtpKkXfpwTmEw7CHch9M.png,b4 8h 1,B4 8H 1 (2).tiff,HUVEC/8h,HUVEC,B4,8,1.0,0.0893,ok,,,,Migração (PET e PEP) n1 - RAW,PEP,
B4 8H 1_png.rf.hxk5CCjSUNevIOwm2e67.png,b4 8h 1,B4 8H 1 (3).tiff,HUVEC/8h,HUVEC,B4,8,1.0,0.0796,ok,,,,Migração (PET e PEP) n2 - RAW,PEP + NEB 5uM,
B4 8H 1_png.rf.OVZZyofXQpVrU06rEdEV.png,b4 8h 1,B4 8H 1.tiff,HUVEC/8h,HUVEC,B4,8,1.0,0.0893,ok,,,,LUIS RAW,PEP+MCC,
D3 8HR 1_png.rf.FaoUiRzagpKacKgSYTBM.png,d3 8hr 1,D3 8HR 1 (2).tiff,HUVEC/8h,HUVEC,D3,8,1.0,0.4689,ok,,,,Originais (1),,
D3 8HR 1_png.rf.GI5XC8sWiPTRUqJb0YiP.png,d3 8hr 1,D3 8HR 1.tiff,HUVEC/8h,HUVEC,D3,8,1.0,0.4689,ok,,,,originais,,
C2 0HR 2_png.rf.J6kywh7upwXA9tcJN3CM.png,c2 0hr 2,C2 0HR 2.tiff,HUVEC/0h,HUVEC,C2,0,1.0,,ok,,,,Originais (1),,
B5 0HR 1_png.rf.J6hP1h51BcAFg4KFN6lN.png,b5 0hr 1,B5 0HR 1 (2).tiff,HUVEC/0h,HUVEC,B5,0,1.0,0.2374,ok,,,,Originais (1),,
B5 0HR 1_png.rf.HyxAq2SZFEx1y342m6b9.png,b5 0hr 1,B5 0HR 1.tiff,HUVEC/0h,HUVEC,B5,0,1.0,0.2374,ok,,,,originais,,
A6 8HR 2_png.rf.WsRny9cGQOty4V3HiL8d.png,a6 8hr 2,A6 8HR 2 (2).tiff,HUVEC/8h,HUVEC,A6,8,1.0,0.5954,ok,,,,Originais (1),,
A6 8HR 2_png.rf.IjykSzEw9bYxIHgxehIC.png,a6 8hr 2,A6 8HR 2.tiff,HUVEC/8h,HUVEC,A6,8,1.0,0.5954,ok,,,,originais,,
A6 12HR 2_png.rf.lDdi03mKpHO8MuNzUwbQ.png,a6 12hr 2,A6 12HR 2 (2).tiff,HUVEC/12h,HUVEC,A6,12,1.0,0.4724,ok,,,,Originais (1),,
A6 12HR 2_png.rf.GMb60emeHysjXcHliF6w.png,a6 12hr 2,A6 12HR 2.tiff,HUVEC/12h,HUVEC,A6,12,1.0,0.4725,ok,,,,originais,,
Snap-01_29_png.rf.mg28uhmxn5A9je1hvBDV.png,snap-1,Snap-01.tiff,SKOV/48h,SKOV,snap-1,48,0.9926,0.2376,ok,P2,CT,,,,
Snap-01_256_png.rf.UMEeIdDQ1Tdk0wE2TII4.png,snap-1,Snap-01.tiff,SKOV/72h,SKOV,snap-1,72,0.998,0.2363,ok,P1,CT,,,,
Snap-01_74_png.rf.WcVEXB4f7Y64yyixQhom.png,snap-1,Snap-01.tiff,SKOV/24h,SKOV,snap-1,24,0.9994,0.2335,ok,P2,CT,,,,
Snap-01_148_png.rf.csd0SJGzDaEHVmJESnpM.png,snap-1,Snap-01 (2).tiff,SKOV/48h,SKOV,snap-1,48,0.9989,0.1668,ok,P1,CT,,,,
C3 24HR 2_png.rf.nwCMqVszVo4q9siM9NBd.png,c3 24hr 2,C3 24HR 2.tiff,HUVEC/24h,HUVEC,C3,24,1.0,,ok,,,,Originais (1),,
75ug+ptx3_2_png.rf.SrbDSCvTa81lj9UBc0ZR.png,75ug+ptx3 2,75ug+ptx3_2.tiff,SKOV/0h,SKOV,75ug+ptx3_2,0,0.9997,,ok,P1,GEO+PTX,,,,
E8 12H 1_png.rf.dypWhfNRSbBs1ZJ05Vww.png,e8 12h 1,E8 12H 1.tiff,HUVEC/12h,HUVEC,E8,12,1.0,,ok,,,,LUIS RAW,PEP+MCC,
E7 8H 1_png.rf.gdYM2hFU7wl1MjzGuBEr.png,e7 8h 1,E7 8H 1.tiff,HUVEC/8h,HUVEC,E7,8,1.0,,ok,,,,LUIS RAW,PEP+MCC,
A6 24H 2_png.rf.fnzQMmHMSJJ6YxflXcKp.png,a6 24h 2,A6 24H 2.tiff,HUVEC/24h,HUVEC,A6,24,1.0,,ok,,,,LUIS RAW,PEP+MET3,
E7 0H 1_png.rf.eq57LnM2LtCIhSeyDrQF.png,e7 0h 1,E7 0H 1.tiff,HUVEC/0h,HUVEC,E7,0,1.0,,ok,,,,LUIS RAW,PEP+MCC,
E6 24H 1_png.rf.Ukxe2UGpEbEFK0yZCv4y.png,e6 24h 1,E6 24H 1.tiff,HUVEC/24h,HUVEC,E6,24,1.0,1.3989,ok,,,,LUIS RAW,PEP+GB,
E6 24H 1_png.rf.SM4It4M2ifLy61R2HAsW.png,e6 24h 1,E6 24H 1 (2).tiff,HUVEC/24h,HUVEC,E6,24,1.0,1.3989,ok,,,,Migração (PET e PEP) n1 - RAW,PET + NEB 5uM,
A5 8H 1_png.rf.ytVoOCPRdcre6LH0ZiVo.png,a5 8h 1,A5 8H 1.tiff,HUVEC/8h,HUVEC,A5,8,1.0,,ok,,,,LUIS RAW,PEP,
B5 0H 2_png.rf.HYxIIkEiSgJIkbsyH67d.png,b5 0h 2,B5 0H 2.tiff,HUVEC/0h,HUVEC,B5,0,1.0,1.3954,ok,,,,LUIS RAW,PEP,
B5 0H 2_png.rf.WRwrrI9JRjNDFvDrJ455.png,b5 0h 2,B5 0H 2 (2).tiff,HUVEC/0h,HUVEC,B5,0,1.0,1.3954,ok,,,,Migração (PET e PEP) n1 - RAW,PEP,
A3 24HR 1_png.rf.zutG6W5yRQFxDl2XXgPv.png,a3 24hr 1,A3 24HR 1.tiff,HUVEC/24h,HUVEC,A3,24,1.0,,ok,,,,originais,,
A7 8HR 1_png.rf.GjVsnZRPmRuHeMhtZUsG.png,a7 8hr 1,A7 8HR 1.tiff,HUVEC/8h,HUVEC,A7,8,1.0,0.2137,ok,,,,originais,,
A7 8HR 1_png.rf.xk5ZqEQFoQIPE57EFSUg.png,a7 8hr 1,A7 8HR 1 (2).tiff,HUVEC/8h,HUVEC,A7,8,1.0,0.2137,ok,,,,Originais (1),,
D7 8HR 1_png.rf.yiUSiqMky143n8J01psP.png,d7 8hr 1,D7 8HR 1.tiff,HUVEC/8h,HUVEC,D7,8,1.0,,ok,,,,originais,,
D4 8HR 1_png.rf.VEshHRtiysfYv1YrXVR9.png,d4 8hr 1,D4 8HR 1.tiff,HUVEC/8h,HUVEC,D4,8,1.0,,ok,,,,originais,,
E1 12H 2_png.rf.GKeGTBMimaglOZhGi5n6.png,e1 12h 2,E1 12H 2.tiff,HUVEC/12h,HUVEC,E1,12,1.0,,ok,,,,LUIS RAW,PEP,
A8 0HR 2_png.rf.NV2jswG9TWuajrNnrF1h.png,a8 0hr 2,A8 0HR 2.tiff,HUVEC/0h,HUVEC,A8,0,1.0,0.1607,ok,,,,originais,,
A8 0HR 2_png.rf.bBTZEJTn14rSmKt22Tgo.png,a8 0hr 2,A8 0HR 2 (2).tiff,HUVEC/0h,HUVEC,A8,0,1.0,0.1607,ok,,,,Originais (1),,
A5 0HR 1_png.rf.LrEs0i1uQ22QfDiczsil.png,a5 0hr 1,A5 0hr 1.tiff,HUVEC/0h,HUVEC,A5,0,0.3813,-0.4566,ambiguo,,,,Pré-Eclâmpsia,,
A5 0HR 1_png.rf.ckTpizxWhCzqrJmwetqV.png,a5 0hr 1,A5 0HR 1 (2).tiff,HUVEC/0h,HUVEC,A5,0,1.0,0.628,ok,,,,Originais (1),,
A5 0hr 1_png.rf.P21lFbirAUEUdzrYW43W.png,a5 0hr 1,,,HUVEC,A5,0,,,sem_candidato,,,,,,
D5 8HR 2_png.rf.P7QsrLpJ4DFTTJhgOjMR.png,d5 8hr 2,D5 8HR 2.tiff,HUVEC/8h,HUVEC,D5,8,1.0,,ok,,,,originais,,
D2 0HR 1_png.rf.Yseya69BivbK87V7yoaI.png,d2 0hr 1,D2 0HR 1.tiff,HUVEC/0h,HUVEC,D2,0,1.0,0.7251,ok,,,,originais,,
D2 0HR 1_png.rf.bPcALf4uyzKTnwN0fLop.png,d2 0hr 1,D2 0HR 1 (2).tiff,HUVEC/0h,HUVEC,D2,0,1.0,0.7251,ok,,,,Originais (1),,
B4 12H 1_png.rf.um4DWqBv1Ipa6K71V8XD.png,b4 12h 1,B4 12H 1 (4).tiff,HUVEC/12h,HUVEC,B4,12,1.0,0.6636,ok,,,,Migração (PET e PEP) n3 - RAW,,
B4 12H 1_png.rf.fWkPkc0DWac0jf1b3cMy.png,b4 12h 1,B4 12H 1 (2).tiff,HUVEC/12h,HUVEC,B4,12,1.0,0.2509,ok,,,,Migração (PET e PEP) n1 - RAW,PEP,
B4 12H 1_png.rf.1ULnxID5MP426B41agfS.png,b4 12h 1,B4 12H 1.tiff,HUVEC/12h,HUVEC,B4,12,1.0,0.861,ok,,,,LUIS RAW,PEP+MCC,
B4 12H 1_png.rf.JGwJLxV0CVH4bWwe6o5e.png,b4 12h 1,B4 12H 1 (3).tiff,HUVEC/12h,HUVEC,B4,12,1.0,0.2509,ok,,,,Migração (PET e PEP) n2 - RAW,PEP + NEB 5uM,
A4 12H 1_png.rf.f914DraQGTSAXxlM75wQ.png,a4 12h 1,A4 12H 1.tiff,HUVEC/12h,HUVEC,A4,12,1.0,,ok,,,,LUIS RAW,PEP+MCC,
D1 8HR 1_png.rf.Pm37sn4g0olAl9FUCP58.png,d1 8hr 1,D1 8HR 1 (2).tiff,HUVEC/8h,HUVEC,D1,8,1.0,0.3279,ok,,,,Originais (1),,
D1 8HR 1_png.rf.7pXlMXWWJkv2xLuAp89c.png,d1 8hr 1,D1 8HR 1.tiff,HUVEC/8h,HUVEC,D1,8,1.0,0.328,ok,,,,originais,,
C4 0HR 2_png.rf.JlOkG4pOgUprJJbRw5eR.png,c4 0hr 2,C4 0HR 2.tiff,HUVEC/0h,HUVEC,C4,0,1.0,,ok,,,,Originais (1),,
C3 8HR 2_png.rf.NDuVMEvWWQUYtYk3QJzS.png,c3 8hr 2,C3 8HR 2.tiff,HUVEC/8h,HUVEC,C3,8,1.0,,ok,,,,Originais (1),,
C3 0HR 1_png.rf.OA8x6g62ex8LdXxsap7v.png,c3 0hr 1,C3 0HR 1.tiff,HUVEC/0h,HUVEC,C3,0,1.0,,ok,,,,Originais (1),,
C8 0HR 2_png.rf.ksYRDeDDBvRanUMEGDwa.png,c8 0hr 2,C8 0HR 2.tiff,HUVEC/0h,HUVEC,C8,0,1.0,,ok,,,,Originais (1),,
A6 24HR 1_png.rf.CZ0i116BOFib9CK6D6Hv.png,a6 24hr 1,A6 24HR 1.tiff,HUVEC/24h,HUVEC,A6,24,1.0,,ok,,,,originais,,
A8 24HR 1_png.rf.F2SAC8rwjoPatolKRN77.png,a8 24hr 1,A8 24HR 1.tiff,HUVEC/24h,HUVEC,A8,24,1.0,,ok,,,,originais,,
A6 24HR 2_png.rf.F3wCxWuKgUbiNXYsfCns.png,a6 24hr 2,A6 24HR 2.tiff,HUVEC/24h,HUVEC,A6,24,1.0,,ok,,,,originais,,
D5 24HR 2_png.rf.Gkher8iaMtSCl47ZU9Su.png,d5 24hr 2,D5 24HR 2.tiff,HUVEC/24h,HUVEC,D5,24,1.0,,ok,,,,originais,,
B4 0HR 2_png.rf.7USPOPdGDFudVKwE8pKs.png,b4 0hr 2,B4 0HR 2.tiff,HUVEC/0h,HUVEC,B4,0,1.0,0.1394,ok,,,,originais,,
B4 0HR 2_png.rf.R9MSxxUNnkRnpGTFpH6a.png,b4 0hr 2,B4 0HR 2 (2).tiff,HUVEC/0h,HUVEC,B4,0,1.0,0.1394,ok,,,,Originais (1),,
C6 8HR 2_png.rf.ZTn7cYhBLwnj3BXm8diw.png,c6 8hr 2,C6 8HR 2.tiff,HUVEC/8h,HUVEC,C6,8,1.0,,ok,,,,Originais (1),,
B4 8HR 1_png.rf.Zx3F3jtSvOWycP03uETm.png,b4 8hr 1,B4 8HR 1 (2).tiff,HUVEC/8h,HUVEC,B4,8,1.0,0.1956,ok,,,,Originais (1),,
B4 8HR 1_png.rf.B29qeJZkdECj8CR3RnLZ.png,b4 8hr 1,B4 8HR 1.tiff,HUVEC/8h,HUVEC,B4,8,1.0,0.1956,ok,,,,originais,,
C4 0HR 1_png.rf.hxKvqnSdYZdDCX5ISZcP.png,c4 0hr 1,C4 0HR 1.tiff,HUVEC/0h,HUVEC,C4,0,1.0,,ok,,,,Originais (1),,
Snap-18_png.rf.0cME4hjYM0557eYc0iSp.png,snap-18,Snap-18.tiff,SKOV/0h,SKOV,snap-18,0,0.9998,0.2106,ok,P2,CARBO,,,,
Snap-18_122_png.rf.rEzRHI9DOsMmEv8NXGFz.png,snap-18,Snap-18 (2).tiff,SKOV/48h,SKOV,snap-18,48,0.9996,0.312,ok,P1,PTX,,,,
Snap-18_182_png.rf.0olrnxTCWxDIVmtPK3HA.png,snap-18,Snap-18 (2).tiff,SKOV/24h,SKOV,snap-18,24,0.9996,0.3332,ok,P1,PTX,,,,
Snap-18_48_png.rf.dOk2ClCgbcYApxR6XtAY.png,snap-18,Snap-18.tiff,SKOV/48h,SKOV,snap-18,48,0.9974,0.2485,ok,P2,CARBO,,,,
Snap-18_242_png.rf.sg4fkcHavt8IVG7Qq0vy.png,snap-18,Snap-18.tiff,SKOV/72h,SKOV,snap-18,72,0.9994,0.22,ok,P1,PTX,,,,
Snap-18_93_png.rf.vdsK3Pm2Jw59MfN6akCm.png,snap-18,Snap-18.tiff,SKOV/24h,SKOV,snap-18,24,0.9996,0.2098,ok,P2,CARBO,,,,
C1 0HR 2_png.rf.cofLTSxW3gxzQSKdJLlN.png,c1 0hr 2,C1 0HR 2.tiff,HUVEC/0h,HUVEC,C1,0,1.0,,ok,,,,Originais (1),,
D8 0HR 2_png.rf.6vZ69MlNa4M4RK00CrsX.png,d8 0hr 2,D8 0HR 2.tiff,HUVEC/0h,HUVEC,D8,0,1.0,,ok,,,,originais,,
D6 8HR 2_png.rf.5nPaWGjUg2mp8jLco95k.png,d6 8hr 2,D6 8HR 2.tiff,HUVEC/8h,HUVEC,D6,8,1.0,,ok,,,,originais,,
D6 0HR 1_png.rf.4oKYhxLKMYTeZrBOsGpy.png,d6 0hr 1,D6 0HR 1.tiff,HUVEC/0h,HUVEC,D6,0,1.0,,ok,,,,originais,,
B6 24H 2_png.rf.g9EmKb8Cdam9r5SMpZY2.png,b6 24h 2,B6 24H 2.tiff,HUVEC/24h,HUVEC,B6,24,1.0,1.265,ok,,,,LUIS RAW,PEP+MET3,
B6 24H 2_png.rf.on5eSF0it6xiMzlvQBIL.png,b6 24h 2,B6 24H 2 (2).tiff,HUVEC/24h,HUVEC,B6,24,1.0,1.265,ok,,,,Migração (PET e PEP) n1 - RAW,PET + NEB 1uM,
B8 0H 2_png.rf.fGRjTfUOLs3peda6Im4w.png,b8 0h 2,B8 0H 2.tiff,HUVEC/0h,HUVEC,B8,0,1.0,,ok,,,,LUIS RAW,PEP+MCC,
F1 0H 2_png.rf.gBMJC85G4OOdikrMFcEc.png,f1 0h 2,F1 0H 2.tiff,HUVEC/0h,HUVEC,F1,0,1.0,,ok,,,,LUIS RAW,PET,
E6 12H 2_png.rf.TsrNibUXSGYTAPRKTkyw.png,e6 12h 2,E6 12H 2.tiff,HUVEC/12h,HUVEC,E6,12,1.0,1.6987,ok,,,,LUIS RAW,PEP+GB,
E6 12H 2_png.rf.BlAfZigMj5CseFC1MU6w.png,e6 12h 2,E6 12H 2 (2).tiff,HUVEC/12h,HUVEC,E6,12,1.0,1.6987,ok,,,,Migração (PET e PEP) n1 - RAW,PET + NEB 5uM,
B1 24H 2_png.rf.aL5f9PxXXKHrQSCq7Jm9.png,b1 24h 2,B1 24H 2 (2).tiff,HUVEC/24h,HUVEC,B1,24,1.0,0.1972,ok,,,,LUIS RAW,PEP,
B1 24H 2_png.rf.4qaCftKSaA7xUEOjNTbd.png,b1 24h 2,B1 24H 2 (4).tiff,HUVEC/24h,HUVEC,B1,24,1.0,0.0902,ok,,,,Migração (PET e PEP) n3 - RAW,,
B1 24h 2_png.rf.DK9BzMN7LNGZvsVA1LaO.png,b1 24h 2,B1 24h 2.tiff,HUVEC/24h,HUVEC,B1,24,0.7932,-0.0023,ambiguo,,,,Pré-Eclâmpsia,,
B1 24H 2_png.rf.WAXPIALQ8VqzYoMup3J4.png,b1 24h 2,B1 24H 2 (3).tiff,HUVEC/24h,HUVEC,B1,24,1.0,0.0902,ok,,,,Migração (PET e PEP) n2 - RAW,PEP + NEB 1uM,
E4 8H 1_png.rf.fGHz8CYQImAFmfxXWS4M.png,e4 8h 1,E4 8H 1.tiff,HUVEC/8h,HUVEC,E4,8,1.0,1.3108,ok,,,,LUIS RAW,PEP+MET3,
E4 8H 1_png.rf.yngxpz19E6gtMv7TZwNY.png,e4 8h 1,E4 8H 1 (2).tiff,HUVEC/8h,HUVEC,E4,8,1.0,1.3108,ok,,,,Migração (PET e PEP) n1 - RAW,PET,
A3 0H 1_png.rf.4oL1M95z5XQoppHkibCl.png,a3 0h 1,A3 0H 1.tiff,HUVEC/0h,HUVEC,A3,0,1.0,1.0462,ok,,,,LUIS RAW,PEP+GB,
A3 0H 1_png.rf.SCgzOX4C9GJqoXUBS7cD.png,a3 0h 1,A3 0H 1 (3).tiff,HUVEC/0h,HUVEC,A3,0,1.0,0.1164,ok,,,,Migração (PET e PEP) n3 - RAW,,
A3 0H 1_png.rf.yPTg0IPNv7ljio0JDYZp.png,a3 0h 1,A3 0H 1 (2).tiff,HUVEC/0h,HUVEC,A3,0,1.0,0.1164,ok,,,,Migração (PET e PEP) n2 - RAW,PEP,
E7 8H 2_png.rf.hLyWTNk9OoU7ZNBzFrnm.png,e7 8h 2,E7 8H 2.tiff,HUVEC/8h,HUVEC,E7,8,1.0,,ok,,,,LUIS RAW,PEP+MCC,
A6 8H 1_png.rf.0Ed4k50VKrxz80UdTuUb.png,a6 8h 1,A6 8H 1.tiff,HUVEC/8h,HUVEC,A6,8,1.0,,ok,,,,LUIS RAW,PEP+MET3,
B7 8H 1_png.rf.lBFggiIcKNjlvkxM2hRK.png,b7 8h 1,B7 8H 1.tiff,HUVEC/8h,HUVEC,B7,8,1.0,,ok,,,,LUIS RAW,PEP+GB,
E1 12H 1_png.rf.MXhOPdUnNbYD4WTRbftP.png,e1 12h 1,E1 12H 1.tiff,HUVEC/12h,HUVEC,E1,12,1.0,,ok,,,,LUIS RAW,PEP,
E5 0H 1_png.rf.1vQjKt50QZjN64Psv9NT.png,e5 0h 1,E5 0H 1 (2).tiff,HUVEC/0h,HUVEC,E5,0,1.0,0.767,ok,,,,Migração (PET e PEP) n1 - RAW,PET,
E5 0H 1_png.rf.yqnlcPCi4sN1IZNgGJZF.png,e5 0h 1,E5 0H 1.tiff,HUVEC/0h,HUVEC,E5,0,1.0,0.767,ok,,,,LUIS RAW,PEP+GB,
C3 24H 2_png.rf.28tWjp0UrmmsCvlzDtvg.png,c3 24h 2,C3 24H 2.tiff,HUVEC/24h,HUVEC,C3,24,1.0,0.1477,ok,,,,Migração (PET e PEP) n1 - RAW,PEP + NEB 1uM,
C3 24H 2_png.rf.1wSY2UkYqgHSdnWl4F25.png,c3 24h 2,C3 24H 2 (3).tiff,HUVEC/24h,HUVEC,C3,24,1.0,0.1441,ok,,,,Migração (PET e PEP) n3 - RAW,,
C3 24H 2_png.rf.OVnzFMX0yCURjr7b0E0V.png,c3 24h 2,C3 24H 2 (2).tiff,HUVEC/24h,HUVEC,C3,24,1.0,0.1442,ok,,,,Migração (PET e PEP) n2 - RAW,PET,
E5 24H 2_png.rf.6vTK4uKSq2so4Qygh6pa.png,e5 24h 2,E5 24H 2 (2).tiff,HUVEC/24h,HUVEC,E5,24,1.0,0.2989,ok,,,,Migração (PET e PEP) n1 - RAW,PET,
E5 24H 2_png.rf.fcYsl0fEP4LX8ywk9lvr.png,e5 24h 2,E5 24H 2.tiff,HUVEC/24h,HUVEC,E5,24,1.0,0.2989,ok,,,,LUIS RAW,PEP+GB,
A6 0HR 1_png.rf.pklUjEh23onboVeWaw4x.png,a6 0hr 1,A6 0HR 1 (2).tiff,HUVEC/0h,HUVEC,A6,0,1.0,0.2484,ok,,,,Originais (1),,
A6 0HR 1_png.rf.8JKmt3fFlm2xNDphYqOO.png,a6 0hr 1,A6 0HR 1.tiff,HUVEC/0h,HUVEC,A6,0,1.0,0.2484,ok,,,,originais,,
B7 12H 2_png.rf.m99XnRmyLF7wLmP2Pgs0.png,b7 12h 2,B7 12H 2.tiff,HUVEC/12h,HUVEC,B7,12,1.0,,ok,,,,LUIS RAW,PEP+GB,
D8 8HR 1_png.rf.IJVQBws0SzQ90LsiLaCx.png,d8 8hr 1,D8 8HR 1.tiff,HUVEC/8h,HUVEC,D8,8,1.0,,ok,,,,originais,,
D1 0HR 1_png.rf.X95BBgcop2LdYBHvWj7G.png,d1 0hr 1,D1 0HR 1.tiff,HUVEC/0h,HUVEC,D1,0,1.0,0.2393,ok,,,,originais,,
D1 0HR 1_png.rf.pXGKiyw6dpCjGOogRcBS.png,d1 0hr 1,D1 0HR 1 (2).tiff,HUVEC/0h,HUVEC,D1,0,1.0,0.2393,ok,,,,Originais (1),,
A1 8HR 1_png.rf.VABkXkmpYjE9yLo5gSBX.png,a1 8hr 1,A1 8HR 1 (2).tiff,HUVEC/8h,HUVEC,A1,8,1.0,0.2293,ok,,,,Originais (1),,
A1 8HR 1_png.rf.7N4eAqgpqfPKb1eNWowl.png,a1 8hr 1,A1 8HR 1.tiff,HUVEC/8h,HUVEC,A1,8,1.0,0.2293,ok,,,,originais,,
C6 0HR 2_png.rf.zyNAR1CwDZpAV3QTNmAK.png,c6 0hr 2,C6 0HR 2.tiff,HUVEC/0h,HUVEC,C6,0,1.0,,ok,,,,Originais (1),,
E5 0H 2_png.rf.8p5NkHtrp3u9YOFn9tyS.png,e5 0h 2,E5 0H 2 (2).tiff,HUVEC/0h,HUVEC,E5,0,1.0,0.9258,ok,,,,Migração (PET e PEP) n1 - RAW,PET,
E5 0H 2_png.rf.7Z9jfrXhtVmhLQrXDviu.png,e5 0h 2,E5 0H 2.tiff,HUVEC/0h,HUVEC,E5,0,1.0,0.9258,ok,,,,LUIS RAW,PEP+GB,
A8 8HR 2_png.rf.Sl3eGhF0H3bFdH9ednkA.png,a8 8hr 2,A8 8HR 2 (2).tiff,HUVEC/8h,HUVEC,A8,8,1.0,0.7015,ok,,,,Originais (1),,
A8 8HR 2_png.rf.EJjkqscJBx39tXPg49pe.png,a8 8hr 2,A8 8HR 2.tiff,HUVEC/8h,HUVEC,A8,8,1.0,0.7015,ok,,,,originais,,
C2 0HR 1_png.rf.Yu3NwZ7ww6snJr7UM5dr.png,c2 0hr 1,C2 0HR 1.tiff,HUVEC/0h,HUVEC,C2,0,1.0,,ok,,,,Originais (1),,
C5 0HR 2_png.rf.RILXqlwl7sgu60wnNZj4.png,c5 0hr 2,C5 0HR 2.tiff,HUVEC/0h,HUVEC,C5,0,1.0,,ok,,,,Originais (1),,
D3 0HR 1_png.rf.UTdVqreVFkXPnGSBUDx1.png,d3 0hr 1,D3 0HR 1 (2).tiff,HUVEC/0h,HUVEC,D3,0,1.0,0.8202,ok,,,,Originais (1),,
D3 0HR 1_png.rf.qw9FMyUJOaS44J6sP1Ql.png,d3 0hr 1,D3 0HR 1.tiff,HUVEC/0h,HUVEC,D3,0,1.0,0.8202,ok,,,,originais,,
A7 8HR 2_png.rf.XLvSf5YShAgMNDunOMd0.png,a7 8hr 2,A7 8HR 2 (2).tiff,HUVEC/8h,HUVEC,A7,8,1.0,0.5268,ok,,,,Originais (1),,
A7 8HR 2_png.rf.dobLaJPosWiABykLZnGP.png,a7 8hr 2,A7 8HR 2.tiff,HUVEC/8h,HUVEC,A7,8,1.0,0.5268,ok,,,,originais,,
A6 0HR 2_png.rf.JMN4V6CmL5NKT47K3mPk.png,a6 0hr 2,A6 0HR 2 (2).tiff,HUVEC/0h,HUVEC,A6,0,1.0,0.1908,ok,,,,Originais (1),,
A6 0HR 2_png.rf.U8U5IbHwqCKRxWcOiaKk.png,a6 0hr 2,A6 0HR 2.tiff,HUVEC/0h,HUVEC,A6,0,1.0,0.1908,ok,,,,originais,,
C3 0HR 2_png.rf.fB58mPGwNgzpEsam8ilX.png,c3 0hr 2,C3 0HR 2.tiff,HUVEC/0h,HUVEC,C3,0,1.0,,ok,,,,Originais (1),,
D2 0HR 2_png.rf.hkAX0DMAdAmUUEg8u8ih.png,d2 0hr 2,D2 0HR 2 (2).tiff,HUVEC/0h,HUVEC,D2,0,1.0,0.4806,ok,,,,Originais (1),,
D2 0HR 2_png.rf.VDReyc4tQ21pFdV55mR5.png,d2 0hr 2,D2 0HR 2.tiff,HUVEC/0h,HUVEC,D2,0,1.0,0.4806,ok,,,,originais,,
C1 0HR 1_png.rf.io0V83H2okswSGviYmJX.png,c1 0hr 1,C1 0HR 1.tiff,HUVEC/0h,HUVEC,C1,0,1.0,,ok,,,,Originais (1),,
B1 24H 1_png.rf.0deSBQxLbdnRzJ0lo2os.png,b1 24h 1,B1 24H 1 (3).tiff,HUVEC/24h,HUVEC,B1,24,1.0,0.0877,ok,,,,Migração (PET e PEP) n3 - RAW,,
